Ingredient,Quantity
oil industrial cocnt confection fat ice crm coatings,446
oil industrial palm kernel (hydrog) for whipped toppings,500
oil industrial cocnt (hydrogenated) for toppings  whiteners,781
oil industrial palm  palm kernel filling fat (non-hydrog),424
oil industrial palm kernel (hydrogenated) filling fat,796
oil industrial soy (parthydr ) palm  icings  fillings,690
margarine indus non-dairy cttnsd soy oil (part hydr ),659
shortening industrial soy (partially hydr )corn for frying,667
shortening indus soy (part hydr ) for baking  confections,924
margarine indus soy  part hydr soy oil baking sauces candy,870
usda cmdty fd oil veg soybn refined,474
usda cmdty fd oil veg lo saturated fat,858
margarine-like sprd smart balance reg buttery sprd,329
margarine-like sprd smart balance lt buttery sprd,684
margarine-like sprd smart beat super lt wo saturated fat,897
margarine-like sprd smart beat smart squeeze,870
margarine-like sprd smart balance omega plus sprd,968
oil veg natreon canola hi stability non trans hi oleic (70),496
oil pam cooking spray original,415
margarine margarine-like veg oil sprd 67-70 fat tub,422
margarine 80 fat tub canola harvest soft sprd,193
oil cooking  salad enova 80 diglycerides,123
salad drsng honey mustard drsng red cal,465
margarine-like sprd benecol lt sprd,188
salad drsng spray-style drsng assorted flavors,111
salad drsng mayo lt smart balance omega plus lt,703
veg oil sprd 37 fat unspec oils w salt w added vitamin d,786
margarine reg 80 fat comp stk w salt w added vitamin d,837
margarine reg 80 fat comp tub w salt w added vitamin d,346
veg oil sprd 60 fat stk w salt w added vitamin d,983
veg oil sprd 60 fat tub w salt w added vitamin d,557
veg-oil sprd sticktubbottle 60 fat w added vitamin d,570
margarine reg 80 fat comp stk wo salt w added vitamin d,629
veg oil sprd 60 fat sticktubbottle wo salt wvit d,108
oil industrial canola hi oleic,659
oil industrial soy lo linolenic,695
oil industrial soy ultra lo linolenic,515
oil industrial soy fully hydr,697
oil industrial cttnsd fully hydr,768
salad drsng honey mustard reg,906
salad drsng poppyseed creamy,731
salad drsng caesar fat-free,743
dressing honey mustard fat-free,803
oil flaxseed contains added sliced flaxseed,473
mayonnaise red fat w olive oil,907
salad drsng mayonnaise-type lt,659
chicken broiler rotisserie bbq breast meat only,791
chicken broilers or fryers meatskngibletsneck raw,141
chicken broiler or fryer meatskngibletsneck fried batter,310
chicken broilers or fryers meatskngibletsneck fried flr,354
chicken broilers or fryers meatskngibletsneck rstd,454
chicken broilers or fryers meatskngibletsneck stwd,352
chicken broilers or fryers meat  skn raw,984
chicken broilers or fryers meatskn ckd fried batter,908
chicken broilers or fryers meatskn ckd fried flr,758
chicken broilers or fryers meatskn ckd rstd,731
chicken broilers or fryers meatskn ckd stwd,158
chicken broilers or fryers meat only raw,660
chicken broilers or fryers meat only ckd fried,804
chicken broilers or fryers meat only rstd,278
chicken broilers or fryers meat only stwd,663
chicken broilers or fryers skn only raw,161
chicken broilers or fryers skn only ckd fried batter,975
chicken broilers or fryers skn only ckd fried flr,225
chicken broilers or fryers skn only ckd rstd,357
chicken broilers or fryers skn only ckd stwd,212
chicken broilers or fryers giblets raw,143
chicken broilers or fryers giblets ckd fried,520
chicken broilers or fryers giblets ckd simmrd,823
chicken gizzard all classes raw,973
chicken gizzard all classes ckd simmrd,178
chicken heart all classes raw,184
chicken heart all classes ckd simmrd,480
chicken liver all classes raw,451
chicken liver all classes ckd simmrd,446
chicken broilers or fryers lt meat meat  skn raw,570
chicken broilers or fryers lt meat meatskn ckd fried batter,903
chicken broilers or fryers lt meat meatskn ckd fried flr,939
chicken broilers or fryers lt meat meatskn ckd rstd,680
chicken broilers or fryers lt meat meatskn ckd stwd,194
chicken broilers or fryers dk meat meat  skn raw,811
chicken broilers or fryers dk meat meatskn ckd fried batter,120
chicken broilers or fryers dk meat meatskn ckd fried flr,657
chicken broilers or fryers dk meat meatskn ckd rstd,913
chicken broilers or fryers dk meat meatskn ckd stwd,451
chicken broilers or fryers lt meat meat only raw,469
chicken broilers or fryers lt meat meat only ckd fried,890
chicken broilers or fryers lt meat meat only ckd rstd,931
chicken broilers or fryers lt meat meat only ckd stwd,412
chicken broilers or fryers dk meat meat only raw,581
chicken broilers or fryers dk meat meat only ckd fried,135
chicken broilers or fryers dk meat meat only ckd rstd,297
chicken broilers or fryers dk meat meat only ckd stwd,455
chicken broilers or fryers fat raw,959
chicken broilers or fryers back meatskn raw,607
chicken broilers or fryers back meatskn ckd fried batter,993
chicken broilers or fryers back meatskn ckd fried flr,796
chicken broilers or fryers back meatskn ckd rstd,232
chicken broilers or fryers back meatskn ckd stwd,227
chicken broilers or fryers back meat only raw,563
chicken broilers or fryers back meat only ckd fried,459
chicken broilers or fryers back meat only ckd rstd,836
chicken broilers or fryers back meat only ckd stwd,234
chicken broilers or fryers breast meatskn raw,618
chicken broilers or fryers breast meatskn ckd fried batter,157
chicken broilers or fryers breast meatskn ckd fried flr,349
chicken broilers or fryers breast meatskn ckd rstd,983
chicken broilers or fryers breast meatskn ckd stwd,756
chicken broiler or fryers brst skinless bnless meat only raw,918
chicken broilers or fryers breast meat only ckd fried,595
chicken broilers or fryers breast meat only ckd rstd,339
chicken broilers or fryers breast meat only ckd stwd,793
chicken broilers or fryers drumstk meatskn raw,446
chicken broilers or fryers drumstk meatskn ckd fried batter,470
chicken broilers or fryers drumstk meatskn ckd fried flr,111
chicken broilers or fryers drumstk meatskn ckd rstd,151
chicken broilers or fryers drumstk meatskn ckd stwd,276
chicken broilers or fryers dk meat drumstk meat only raw,840
chicken broilers or fryers drumstk meat only ckd fried,800
chicken broilers or fryers dk meat drumstk meat only ckd rst,467
chicken broilers or fryers drumstk meat only ckd stwd,566
chicken broilers or fryers leg meatskn raw,208
chicken broilers or fryers leg meatskn ckd fried batter,488
chicken broilers or fryers leg meatskn ckd fried flr,598
chicken broilers or fryers leg meatskn ckd rstd,746
chicken broilers or fryers leg meatskn ckd stwd,681
chicken broilers or fryers leg meat only raw,415
chicken broilers or fryers leg meat only ckd fried,254
chicken broilers or fryers leg meat only ckd rstd,570
chicken broilers or fryers leg meat only ckd stwd,801
chicken broilers or fryers neck meatskn raw,259
chicken broilers or fryers neck meatskn ckd fried batter,497
chicken broilers or fryers neck meatskn ckd fried flr,851
chicken broilers or fryers neck meatskn ckd simmrd,949
chicken broilers or fryers neck meat only raw,974
chicken broilers or fryers neck meat only ckd fried,166
chicken broilers or fryers neck meat only ckd simmrd,848
chicken broilers or fryers thigh meatskn raw,963
chicken broilers or fryers thigh meatskn ckd fried batter,741
chicken broilers or fryers thigh meatskn ckd fried flr,223
chicken broilers or fryers thigh meatskn ckd rstd,184
chicken broilers or fryers thigh meatskn ckd stwd,135
chicken broilers or fryers dk meat thigh meat only raw,218
chicken broilers or fryers thigh meat only ckd fried,394
chicken broilers or fryers thigh meat only ckd rstd,881
chicken broilers or fryers thigh meat only ckd stwd,152
chicken broilers or fryers wing meatskn raw,272
chicken broilers or fryers wing meatskn ckd fried batter,923
chicken broilers or fryers wing meatskn ckd fried flr,245
chicken broilers or fryers wing meatskn ckd rstd,401
chicken broilers or fryers wing meatskn ckd stwd,807
chicken broilers or fryers wing meat only raw,336
chicken broilers or fryers wing meat only ckd fried,155
chicken broilers or fryers wing meat only ckd rstd,259
chicken broilers or fryers wing meat only ckd stwd,476
chicken roasting meatskngibletsneck raw,597
chicken roasting meatskngibletsneck ckd rstd,430
canada goose breast meat skinless raw,509
chicken roasting meatskn ckd rstd,835
chicken roasting meat only raw,131
chicken roasting meat only ckd rstd,595
chicken roasting giblets raw,391
chicken roasting giblets ckd simmrd,321
chicken roasting lt meat meat only raw,378
chicken roasting lt meat meat only ckd rstd,127
chicken roasting dk meat meat only raw,518
chicken roasting dk meat meat only ckd rstd,743
chicken stewing meatskn gibletsneck raw,392
chicken stewing meat  skn  giblets  neck ckd stwd,105
chicken stewing meatskn raw,620
chicken stewing meatskn ckd stwd,332
chicken stewing meat only raw,958
chicken stewing meat only ckd stwd,934
chicken stewing giblets raw,323
chicken stewing giblets ckd simmrd,484
chicken stewing lt meat meat only raw,551
chicken stewing lt meat meat only ckd stwd,395
chicken stewing dk meat meat only raw,148
chicken stewing dk meat meat only ckd stwd,710
chicken capons meatskngibletsneck raw,1000
chicken capons meatskngibletsneck ckd rstd,249
chicken capons meatskn raw,930
chicken capons meatskn ckd rstd,977
chicken capons giblets raw,103
chicken capons giblets ckd simmrd,322
duck domesticated meatskn raw,867
duck domesticated meatskn ckd rstd,300
duck domesticated meat only raw,175
duck domesticated meat only ckd rstd,348
duck domesticated liver raw,744
duck wild meatskn raw,547
duck wild breast meat only raw,893
goose domesticated meatskn raw,359
goose domesticated meatskn ckd rstd,943
goose domesticated meat only raw,136
goose domesticated meat only ckd rstd,226
goose liver raw,456
guinea hen meatskn raw,138
guinea hen meat only raw,823
pheasant raw meatskn,672
pheasant raw meat only,974
pheasant breast meat only raw,369
pheasant leg meat only raw,752
quail meat and skin raw,750
quail meat only raw,589
quail breast meat only raw,870
squab (pigeon) meatskn raw,574
squab (pigeon) meat only raw,249
squab (pigeon) lt meat woskn raw,981
turkey whl meat  skn raw,340
turkey whl meat  skn ckd rstd,938
turkey whl meat only raw,106
turkey whl meat only ckd rstd,101
turkey skn from whl (light  dark) raw,448
turkey skn from whl (light  dark) rstd,519
turkey whl giblets raw,359
turkey whl giblets ckd simmrd,604
turkey gizzard all classes raw,726
turkey gizzard all classes ckd simmrd,393
turkey heart all classes raw,818
turkey heart all classes ckd simmrd,258
turkey liver all classes raw,239
turkey liver all classes ckd simmrd,720
turkey from whl neck meat only raw,121
turkey from whl neck meat only ckd simmrd,448
turkey from whl lt meat meat  skn raw,444
turkey from whl lt meat meat  skn ckd rstd,296
turkey dk meat meat  skn raw,193
turkey dk meat from whl meat  skn ckd rstd,230
turkey from whl lt meat raw,586
turkey all classes lt meat ckd rstd,842
turkey from whole  dark meat  meat only  raw,906
turkey from whl dk meat ckd rstd,196
turkey all classes back meatskn ckd rstd,695
turkey all classes breast meatskn raw,610
turkey all classes breast meatskn ckd rstd,117
turkey all classes leg meatskn raw,149
turkey all classes leg meatskn ckd rstd,217
turkey all classes wing meatskn raw,368
turkey all classes wing meatskn ckd rstd,508
turkey fryer-roasters meatskn ckd rstd,999
turkey back from whl bird meat only raw,930
turkey back from whl bird meat only rstd,274
turkey breast from whl bird meat only raw,353
turkey breast from whl bird meat only rstd,789
turkey wing from whl bird meat only raw,606
turkey wing from whl bird meat only rstd,774
turkey young hen skn only ckd rstd,254
chicken cnd meat only wbroth,947
pate de foie gras cnd (goose liver pate) smoked,868
turkey cnd meat only wbroth,388
turkey diced ltdk meat seasoned,784
turkey and gravy frozen,396
turkey breast pre-basted meatskn ckd rstd,866
turkey thigh pre-basted meatskn ckd rstd,353
turkey rst bnless frz seasoned ltdk meat raw,598
turkey stks breaded battered fried,416
poultry mechanically deboned from backsnecks wskn raw,111
poultry mechanically deboned from backsnecks woskn raw,633
poultry mechanically deboned from mature hens raw,980
turkey mechanically deboned from turkey frames raw,595
ground turkey raw,614
ground turkey ckd,653
chicken cornish game hens meatskn raw,255
chicken cornish game hens meatskn ckd rstd,896
chicken cornish game hens meat only raw,844
chicken cornish game hens meat only ckd rstd,643
chicken canned no broth,693
chicken wing frz glazed barbecue flav,561
chicken wing frz glazed barbecue flav htd (microwave),560
ckn broilersfryers brst sknls bnls meat only w added sln rw,935
duck yng duckling dom wh pekin brst meatskn bnless ckd rstd,717
duck yng duckl dom wh pekin brst meat bnless ckd woskn brld,725
duck yng duckling dom wh pekin leg meatskn bone in ckd rstd,711
duck yng duckl dom wh pekin leg meat bone in ckd woskn brsd,674
chicken broiler rotisserie bbq drumstk meat only,292
chicken wing frz glazed bbq flav htd (conventional oven),615
chicken patty frz unckd,602
chicken patty frz ckd,511
chicken breast tenders breaded ckd microwaved,622
chicken breast tenders breaded unckd,287
chicken ground raw,782
chicken ground crumbles ckd pan-browned,560
chicken broiler rotisserie bbq thigh meat only,605
chick feet boiled,302
usda cmdty chick cnd meat only drnd,761
usda cmdty chick cnd meat only w h2o,383
usda cmdty chick cnd meat only w broth,887
chicken broiler rotisserie bbq wing meat only,281
chicken broilers or fryers back meat only ckd rotisserie ori,843
ckn brlersfryers brst mt only ckd rotisserie orig seasoning,476
chicken broilers or fryers drumstk meat only ckd rotisserie ,192
chicken broilers or fryers skn only ckd rotisserie original,793
chicken broilers or fryers thigh meat only ckd rotisserie or,385
chicken broilers or fryers wing meat only ckd rotisserie ori,634
chicken broilers or fryers back meat  skn ckd rotisserie or,227
chicken broilers or fryers breast meat  skn ckd rotisserie ,986
chicken broilers or fryers drumstk meat  skn ckd rotisserie,109
chicken broilers or fryers thigh meat  skn ckd rotisserie o,685
chicken broilers or fryers wing meat  skn ckd rotisserie or,211
